Engine_rpm,suctionPressure,dischargePressure,flowRate,motorTemp,vibration,Engine_Condition
913,2.871362313,6.143666741,117.511689,74.24809502,1.814059,0
508,2.001759521,1.611218531,66.417834,82.29960194,13.433739,1
913,4.29636711,5.158697165,127.251001,84.70753392,2.058401,0
501,3.432614917,11.52678254,64.422426,80.25846453,10.090584,1
794,2.622901507,5.564285686,112.000060,83.23448461,1.617129,0
609,2.405668359,12.10256145,73.682775,80.5443895,12.863533,1
402,2.604033543,13.1394398,64.139480,67.76555192,9.680627,1
1127,2.748911333,4.274009921,141.781691,76.55916315,2.025267,0
947,4.107378854,10.0447423,119.628949,79.19442534,1.999063,0
577,3.581444453,4.80558017,70.066084,72.33354093,14.134556,1
1038,2.555880527,11.48953876,104.065395,76.85127278,11.319724,1
774,2.500272733,5.423664757,107.949653,89.31738614,1.639090,0
599,2.823346238,6.855151025,93.285886,63.75909995,1.581350,0
613,3.646861409,6.464329734,71.281102,79.65369886,8.425862,1
902,2.656422256,4.166406404,95.999388,78.64121166,12.549055,1
934,1.400021094,5.883697895,90.079614,83.94896656,15.202887,1
514,4.881438774,5.069417977,66.331139,82.40921105,9.343020,1
861,2.506005539,6.829980847,117.070895,88.91946405,2.093412,0
936,2.699290177,7.592114927,95.511266,75.83487075,13.611878,1
848,4.105940382,4.40864833,86.178730,65.00120896,9.360335,1
802,1.838493129,10.00400448,119.386181,82.98180192,2.146951,0
1004,5.752859346,10.42608592,94.793555,81.56342796,14.384671,1
624,3.960863527,5.624983539,102.131314,78.25000108,2.036885,0
882,2.69936379,8.504689695,120.837058,87.69749999,1.808400,0
519,4.705668306,10.64308048,69.150668,77.00550862,12.374054,1
1136,3.242379685,5.670976506,104.547623,80.62387924,14.196502,1
438,1.907968715,3.75770576,61.944695,70.55667982,11.631337,1
800,2.841431392,6.841369399,88.186325,70.31626348,11.907700,1
914,2.838539188,7.138840363,124.371234,75.96701563,2.212317,0
682,3.809118973,4.131017538,101.182030,84.55555101,1.741680,0
476,2.4741565,0.442148633,65.307934,74.00073851,8.933401,1
437,3.865330061,5.742246813,61.768349,82.4063851,12.254041,1
624,2.175531152,4.239902887,95.136863,84.53804096,1.604768,0
515,4.126271232,6.829178655,70.865013,70.51546131,10.149150,1
966,3.126419403,1.227288627,93.894713,77.26052714,12.813188,1
997,3.999723734,5.764710367,132.543968,79.49740748,2.258745,0
496,2.243801597,4.784863021,66.006243,77.06107191,8.252599,1
770,3.38405726,3.25134542,106.672908,80.02082069,1.678043,0
585,3.188286734,8.199123169,75.817947,88.48830724,11.497158,1
1051,2.472222762,4.459658042,130.687374,77.43391761,2.000477,0
823,2.605706851,12.60115915,120.867479,85.02059059,1.846967,0
716,3.568895727,5.312266428,79.533088,79.79241081,9.501486,1
655,2.298978486,7.06818006,73.429376,80.54501021,15.782945,1
641,4.333003294,8.515631333,73.232215,81.04273841,10.671464,1
740,2.303762518,5.533739511,78.457156,83.08821532,13.261317,1
844,2.244778673,5.635379359,85.803258,71.41283542,12.817803,1
1807,3.727537246,14.1404286,151.213977,90.36922152,15.801654,1
1102,4.19969754,8.594018607,137.658680,82.04109004,2.050322,0
609,1.986932343,5.911557269,72.786633,76.71593836,11.474030,1
857,3.831351927,5.561266916,85.769212,87.51319078,8.292858,1
545,2.059760722,5.192816665,68.023534,71.31093574,15.590861,1
1062,3.505451377,10.6759663,102.739210,64.56515493,10.879284,1
1131,2.508808819,3.53847824,146.768632,70.02228737,2.247258,0
870,2.79386594,7.302392432,86.727558,83.8800735,10.202668,1
496,4.130983299,8.779807104,68.047721,75.72165465,10.728129,1
1244,2.62269804,6.734493785,148.703461,80.75609565,1.983381,0
437,3.57372089,11.6261141,66.233964,84.03176324,10.956719,1
664,2.695342438,6.504262966,76.856558,77.57198357,9.585833,1
939,3.745621043,4.112282063,119.737219,80.18186499,1.742246,0
876,2.388290392,7.845205082,94.530645,75.92636551,13.925305,1
924,3.503636823,8.331432367,126.046942,72.25480208,2.212510,0
986,1.942899911,5.536674662,98.463424,75.72589961,14.581177,1
1180,4.757536297,7.083491927,149.171305,77.66952102,1.977969,0
701,5.140775691,4.190698705,101.810961,79.3772262,2.027427,0
671,3.891139206,5.835049981,77.979473,79.22413911,12.372495,1
468,4.652435933,7.387504495,65.963366,75.26056153,9.654781,1
438,2.549719908,2.511656714,65.264340,73.31035807,14.755732,1
564,4.466341634,12.28087132,99.424072,84.04514084,1.715106,0
1055,2.350579157,5.377645553,138.180062,77.79360383,2.005555,0
913,2.118020498,4.401607243,88.841446,79.75941794,13.208827,1
943,2.754325458,6.749639188,131.657771,72.42308028,1.970506,0
1328,5.228626932,6.658992046,156.603492,78.90993998,1.957545,0
1033,5.31543275,8.592938962,138.992474,80.88523742,2.287353,0
749,4.004925144,10.4608762,112.086162,84.59353089,1.654945,0
867,3.689791422,4.967079187,117.340738,74.00223888,1.688732,0
728,4.959775303,10.05910744,104.107682,70.34910991,1.789807,0
1727,3.131417882,10.06651319,147.997144,78.13494824,14.449589,1
785,2.822695859,5.155622487,85.405060,74.77856767,9.437325,1
1056,2.794223696,3.956211378,140.469933,80.65369604,1.899900,0
1234,2.981909274,12.63864452,113.190614,74.82047801,12.218913,1
1227,3.940626661,10.92096968,149.285624,80.76538526,2.261483,0
788,2.381806247,4.507775548,110.858142,70.28692613,2.020553,0
758,2.489096572,6.01154008,83.473412,75.42045839,11.863459,1
1016,2.959178551,3.723164495,98.012339,88.48879147,11.531893,1
989,2.226645501,4.804791108,127.819112,77.09350566,1.945280,0
713,2.915655458,7.350828619,80.708302,80.66400936,15.349323,1
496,2.325606557,2.679709168,93.291620,78.92387811,1.480196,0
729,2.443082461,3.569613169,77.370243,85.49738395,8.243447,1
968,5.188625628,6.270315745,100.231782,65.99415978,14.108090,1
775,2.980303187,5.28891295,108.853298,81.51293934,1.771281,0
910,1.967138647,6.355524867,116.886715,72.26941521,2.055396,0
770,2.529830793,5.465059657,82.010945,75.88448659,13.487298,1
779,4.192865351,9.923987128,83.941517,70.22920585,12.641329,1
1113,2.588230063,8.252508528,101.785519,86.36104026,11.374649,1
493,3.502777152,3.242639921,66.611674,82.06761295,8.398274,1
908,4.310204122,6.312015816,127.091795,74.12356306,1.802611,0
646,3.106196639,4.611090903,74.719677,86.15051843,15.739469,1
672,2.32605535,15.00622807,80.111718,86.90970581,14.847532,1
491,4.366642917,6.027272684,88.219485,71.84542974,1.718753,0
850,2.656819448,4.487179536,91.781008,87.95864538,13.555569,1
959,2.508923105,4.144428464,93.981303,79.4664208,12.829933,1
819,3.329368548,8.768221001,83.518090,75.29174797,8.375936,1
1118,4.639605027,6.793962355,107.561115,77.6916399,15.075269,1
895,3.148692434,4.657545862,91.098847,83.69427403,9.096835,1
591,2.761086478,5.205312086,72.611808,81.32327912,10.298717,1
596,2.377026133,4.259547464,70.691820,77.17053556,13.037656,1
1387,2.275494853,4.467212029,124.549765,73.47308088,14.314391,1
766,2.729667468,6.526565475,79.791746,78.0296752,11.739049,1
419,3.985887617,7.982368251,61.013937,80.88261725,12.669388,1
773,2.122444506,5.811515566,85.338788,79.16578699,13.748314,1
566,2.626329623,4.498955993,73.070411,81.79986657,14.835419,1
469,0.792881489,3.320240955,83.562959,81.49200185,1.653411,0
793,2.54875706,5.623915517,118.075189,79.76490726,1.654000,0
575,3.053737561,4.842039906,68.651438,78.34725982,12.638645,1
790,3.728301954,9.260903495,115.525429,83.73275861,2.037542,0
625,2.294546128,5.764743341,97.068888,76.8426266,1.554857,0
1207,4.086940707,7.139836656,145.575103,80.5158562,1.846061,0
1103,2.681551515,4.254654193,143.620780,90.17093883,1.962349,0
515,2.537223556,5.157854314,70.843451,68.8768363,12.228078,1
469,2.353411202,4.812231902,64.607427,89.32162689,12.303984,1
793,4.863275896,3.840321356,87.359218,67.6456574,11.111279,1
1219,3.534511647,5.324804442,115.169849,86.81848038,14.356056,1
1281,3.713698073,4.722817251,111.976626,74.3908457,12.127744,1
742,4.164480307,5.912943638,78.948348,83.79212485,13.063830,1
818,4.270126792,7.289245084,90.333624,90.17590564,12.293260,1
786,2.148277987,4.961638494,88.421050,78.05040425,13.412581,1
1188,3.193229919,5.985348266,148.709162,80.98364135,1.794096,0
807,4.332960574,6.131091036,114.285463,79.57285341,1.957059,0
948,5.008724434,7.620823183,121.993975,73.9502945,1.785389,0
669,2.567109319,4.835983865,107.076256,86.72214731,1.600601,0
772,4.289009036,5.147458553,117.322094,72.20830312,1.983649,0
1272,2.487722975,6.201752963,157.268707,84.73806416,2.011587,0
571,2.398626238,13.11337767,97.939091,87.42785403,1.834864,0
678,2.881715196,6.625433849,79.248815,79.27471851,15.301776,1
1457,3.828955562,5.988194623,159.154325,90.46501369,2.256367,0
1182,4.632764933,8.133636369,104.163318,83.41833933,15.527510,1
727,3.473620845,8.369935497,84.031295,87.40956518,11.371125,1
726,4.505772998,8.737894707,81.197999,83.5370115,12.381893,1
705,4.856314981,6.228000707,77.720554,77.87114376,11.093318,1
649,2.402906215,6.599094537,98.285019,83.53906904,1.881961,0
852,2.399296696,5.423045006,86.526752,80.17966073,9.623267,1
687,2.786011084,3.598678155,109.539434,81.02542684,1.945042,0
1077,2.349536613,9.083034779,142.556057,82.30114607,1.947446,0
540,2.128739979,2.860023101,92.905039,74.62319491,1.595338,0
674,3.091649428,4.374950404,75.562357,78.49543914,12.381341,1
526,4.866115234,3.88441481,69.445730,77.70955787,14.138077,1
829,3.736467238,5.939747923,110.592655,72.60017326,1.902975,0
1398,2.331350653,9.947143241,164.837384,88.30997313,2.220634,0
526,2.616772334,6.075384154,94.142847,84.82992755,1.876732,0
515,2.276880306,5.903258497,68.872026,78.06543861,15.139898,1
687,3.644117127,7.678730165,79.639020,74.96335689,14.044921,1
708,2.952594528,2.74168756,79.761706,81.35474765,12.558657,1
1660,3.538627495,8.947378925,189.613138,77.26403286,2.033571,0
1398,3.97481469,6.205066425,154.061152,81.81031582,2.179864,0
605,2.537823493,6.773409707,70.452712,74.82230072,11.424240,1
806,3.565652185,7.266656726,88.249604,74.40495384,11.532759,1
1349,3.278964333,6.405272565,117.804002,77.76497907,15.166676,1
470,2.194551394,8.769584039,67.618325,87.21525448,11.104779,1
768,6.560668993,5.838059758,115.961327,72.4520344,1.718199,0
816,0.687282675,7.151105073,118.406651,84.47345963,1.664621,0
781,2.710783266,6.597656053,83.980335,80.06364519,11.891852,1
499,3.846007908,5.609317611,70.498747,81.73857661,9.672040,1
513,1.836661872,5.477410929,70.568025,72.43380671,10.356481,1
795,3.656956183,6.081633432,83.821004,68.68361693,8.154789,1
1020,4.434092249,4.847667452,97.823867,87.33476857,8.889326,1
1014,2.94353887,8.485705008,98.889784,67.51398777,9.733622,1
517,3.180159814,3.765969547,70.691747,81.96807828,8.178566,1
1039,3.45875088,5.953781699,97.844171,88.8190608,15.989082,1
524,2.55877304,6.155713667,71.269832,82.61633966,12.172040,1
877,2.645141192,4.907181129,125.429124,78.94433959,1.857716,0
413,3.860576814,4.920866871,63.448080,75.21841526,8.686562,1
852,1.826802862,0.003187131,114.056548,78.05077611,2.193455,0
670,1.983740892,5.947357289,77.318707,76.20819646,14.648743,1
719,3.774826185,4.936960388,108.048769,77.90499174,1.928677,0
954,2.204315656,5.387525078,97.532417,78.18106279,13.140736,1
741,2.793905788,5.253748161,78.390343,73.94592863,11.617821,1
517,1.845045939,4.534602727,66.966234,79.63173554,11.197310,1
826,3.715460665,11.30668006,112.615802,82.09605731,1.884812,0
544,4.290421181,16.227151,71.071912,77.88293501,10.592114,1
1382,3.048306591,7.665496967,164.100547,81.66520154,1.935935,0
466,4.894282329,10.3611782,64.626883,66.04671856,13.254497,1
1056,4.276375288,8.988254734,100.875191,78.43455465,11.160583,1
697,4.482707918,5.159415071,76.227054,75.35418676,8.845056,1
531,2.694782092,12.0635247,66.248852,79.89460594,15.408679,1
957,2.864088192,6.208948057,90.212099,84.53968777,10.126798,1
971,2.946072004,5.0351163,128.408444,75.3112586,2.018559,0
667,0.738237289,5.274384744,100.312593,79.50430881,1.775309,0
263,3.862945291,6.626397943,55.336255,74.34078828,15.506486,1
491,4.83502919,4.401501122,68.131888,77.332355,12.276556,1
661,2.004924887,4.58136473,78.420824,78.27335738,14.247138,1
1036,5.575966317,4.540204773,130.446031,82.05569896,2.032984,0
794,2.332406085,4.745694241,83.507721,94.73203425,10.704377,1
888,3.139702432,6.551796509,86.298114,67.6987335,14.108278,1
818,3.038169508,11.67876037,88.634101,70.72179288,9.374329,1
1018,2.402837964,5.319445094,102.999389,84.86589647,10.150202,1
1257,4.892976812,7.802080642,118.160202,83.3901006,14.121241,1
411,2.578600243,8.694304902,65.158650,80.80965851,10.771044,1
816,1.924260004,1.135958928,119.475648,76.67849713,2.190630,0
1047,3.8579817,1.043973677,128.183814,81.87436046,2.158649,0
675,2.981972448,6.744608491,79.634148,80.9633529,9.645378,1
1271,2.208065494,6.365017489,109.069810,89.80822088,9.514651,1
613,1.679778898,6.183396196,72.275420,83.93236968,11.207823,1
501,2.553048533,7.178855988,69.898059,81.89175886,11.770233,1
673,3.726864873,4.041011981,100.249910,75.17040555,1.970136,0
373,3.847930698,3.955485789,60.124397,80.58317286,13.683570,1
472,2.710397879,4.817587688,66.587103,70.56360483,11.327131,1
631,4.714755051,6.548680689,76.176213,85.32618807,14.894468,1
1164,2.740217401,5.702687732,144.651898,89.92085821,2.198749,0
1291,3.328626913,5.285341239,158.190318,85.39523795,2.150695,0
572,2.147612376,5.111289507,97.262219,80.5198258,1.592043,0
626,2.557805604,7.75692149,100.398075,70.1549406,1.920531,0
555,3.532592936,7.630853542,74.250133,81.84118972,9.805987,1
867,4.710664535,5.052482443,92.452502,77.85576137,10.258504,1
982,4.271196729,6.655296509,97.803016,74.17525215,14.145924,1
731,2.03936544,6.023242545,77.842343,79.26517284,11.336934,1
858,2.666972395,5.137033166,84.654211,70.68187891,14.485390,1
500,1.762382468,5.364880709,68.359629,80.75561017,8.241133,1
871,3.718158634,5.127574896,92.199365,80.40020404,9.113640,1
1683,3.267858326,13.8367306,144.419392,70.80225653,12.009619,1
529,2.500239844,5.339593831,95.207531,84.22327352,1.968259,0
855,2.320015565,5.93832487,86.613231,79.6153265,13.460318,1
508,4.031918428,4.908434867,71.348191,75.43517672,11.953260,1
374,3.590171969,6.755309928,62.263494,79.65709284,9.661563,1
552,2.555832792,3.59979091,67.139337,78.20585759,10.237330,1
779,3.961456938,5.094950671,107.455364,86.64385284,1.779183,0
919,3.067309088,4.245598249,119.801976,78.25507849,1.675519,0
764,3.145799799,10.72595417,82.205497,82.06624023,14.227315,1
561,3.133501417,6.004069023,72.729993,74.35186651,14.337487,1
532,2.375175803,6.44443357,91.740581,83.7870377,1.471390,0
740,2.888374688,8.184866145,85.239760,64.01447954,15.492556,1
715,2.399255559,5.343956719,78.814148,81.96133898,13.045355,1
789,2.659699125,6.62027882,116.119420,84.90969208,2.113788,0
574,4.942479061,3.019365843,68.525328,78.47104117,10.949755,1
464,3.757133291,11.50117196,91.390966,88.30011807,1.856819,0
454,2.327992903,10.40244545,62.298950,67.30905275,8.526821,1
782,2.872249511,5.408096964,81.760544,74.97319988,13.622927,1
612,1.857465945,4.196580789,77.146186,72.85702796,13.061869,1
942,2.152104738,2.151287005,90.568853,70.29939587,13.572855,1
508,3.47470785,6.456451759,86.490174,74.87183773,1.801671,0
594,3.82445029,12.61343521,75.884114,78.93312543,15.519165,1
571,3.028563827,5.859666141,74.242680,84.72947269,13.868948,1
806,5.024187072,18.50018138,86.838580,78.54727467,9.671226,1
568,1.696736837,5.110855817,70.412171,66.18927678,10.122231,1
587,3.502165822,8.624215622,69.093577,81.92667797,12.458470,1
956,2.168565015,7.677495244,124.076845,74.61061743,2.150957,0
657,2.468920686,5.516645965,102.814718,79.1811119,1.588661,0
864,4.466683394,6.941708475,90.308606,84.55886539,8.745115,1
808,3.960613764,4.504152262,116.325812,76.27150327,1.983393,0
612,4.764782691,9.149370388,99.049213,67.5495656,1.983318,0
660,2.114298806,6.695009202,78.898094,71.29668676,13.798166,1
1010,5.105072442,10.20917435,131.752277,71.30325998,1.994245,0
649,4.820881546,7.456013864,73.673783,82.53660374,13.038771,1
1049,3.651193555,5.806992549,138.844716,75.02968912,1.771153,0
543,4.230492259,5.838544133,93.769866,76.16056605,2.046429,0
596,3.126123146,5.779391965,75.027346,66.10565024,14.336133,1
681,2.310053661,3.634023682,109.334319,73.09618128,2.127391,0
1061,1.849633246,7.928720321,101.649092,87.80015827,11.920222,1
553,4.892866116,4.492837817,94.588675,67.65733152,1.688451,0
769,3.843640715,7.105046242,86.117078,84.96245398,10.380873,1
1302,2.31405898,5.586128132,113.747404,88.10007131,11.693672,1
539,4.662042471,4.25991694,67.714014,83.67923363,13.408031,1
449,3.510673531,6.785289249,65.052308,80.92323792,13.518672,1
1613,1.998515077,4.522800324,173.394031,81.25202933,2.598248,0
756,4.076108205,4.8538252,82.008280,72.02944662,9.132644,1
1117,4.054630869,4.495934042,144.028371,84.0605855,2.094590,0
475,4.777407807,5.771185437,87.867797,85.40652491,1.758534,0
922,4.91043433,6.103711421,120.162309,83.79868937,1.981541,0
918,0.025207256,8.142067236,118.959402,89.74753635,1.932347,0
648,3.986151985,3.097112308,99.038027,81.33392251,1.852081,0
970,4.961005099,8.157987971,93.922006,76.08552004,12.829920,1
507,2.96589315,7.54517936,70.459936,79.95185827,13.375195,1
1606,1.955813765,5.766779984,139.424459,74.1034024,12.007980,1
809,4.583178824,9.377042058,89.808262,71.24863245,11.277911,1
478,3.362141837,5.654179625,65.957086,65.25313333,9.304652,1
518,2.005426467,7.49208074,91.138698,70.74935493,1.495878,0
890,3.88657045,10.7916267,87.839144,81.79771113,12.561539,1
971,3.188931751,5.97435703,98.743527,78.90350515,14.501857,1
497,3.43483629,7.768569784,86.943241,80.07391784,1.615737,0
546,2.984033385,5.578544357,67.232133,78.08920009,11.405331,1
627,5.60471748,3.349248123,102.108272,85.71838028,1.694639,0
831,2.075424245,8.297277604,89.324681,78.49535771,15.590605,1
507,2.823584321,6.576926433,91.545333,86.78133821,1.592303,0
528,2.550320773,3.468508206,67.186210,75.89856528,14.657701,1
998,2.430570799,9.205418511,134.890016,87.80842318,1.730484,0
564,3.046059469,6.657202349,70.099043,71.8923254,8.102843,1
702,5.365831408,5.700629001,111.444495,78.59408637,1.680213,0
508,2.069492302,5.3595443,65.786052,63.58066203,14.882176,1
866,4.544643786,6.761509561,116.511445,74.98903787,1.651608,0
732,4.289154334,4.730034836,105.947485,85.61573715,2.088065,0
725,2.765599615,4.127918921,107.399594,70.67689584,1.602441,0
629,1.844226502,6.115239181,97.386098,79.32150025,1.686990,0
446,4.185304027,11.99438923,61.751906,79.06741642,13.771512,1
461,2.901166292,6.379726424,64.319398,86.57240597,8.204490,1
725,3.052193669,8.072748788,83.434376,85.03504548,13.988469,1
1212,5.051066042,6.867927784,115.662563,79.74877501,9.663121,1
1093,5.374829285,9.821654033,98.813393,71.39594257,9.571616,1
517,3.914268713,3.807143139,88.494819,81.25794775,1.909361,0
1131,2.381711601,3.722171718,137.117826,84.78013048,1.955749,0
585,3.635028968,5.104325758,72.781362,74.17919888,13.467411,1
990,1.969611802,10.02853116,130.053054,80.37135723,2.180270,0
753,2.532669076,6.100375449,79.624918,78.2359501,9.046469,1
556,2.224514739,5.926193956,71.966596,70.36676079,10.739133,1
616,2.366881072,4.142436546,76.620185,81.61105529,12.363725,1
1080,2.694133543,9.148906845,137.419775,76.70144082,1.988615,0
502,2.510157415,4.508193446,70.731308,71.78066044,10.837635,1
630,4.361877252,3.164085059,78.878749,72.59234712,10.372696,1
811,2.557436095,4.423933694,110.759459,75.85263274,2.201102,0
729,2.173202336,2.613106079,80.128818,91.12922978,14.328069,1
1912,3.721669999,7.599550698,194.138570,71.41469657,2.668897,0
1253,3.089959018,5.634263437,107.296643,70.83424281,9.051887,1
799,2.553811264,7.243218173,85.851119,86.31848073,11.387910,1
725,5.179235497,6.560283763,108.205275,81.90395732,1.612507,0
782,5.01785876,8.369677215,86.304360,86.96618046,12.608859,1
1249,0.298440123,6.773670415,112.550605,86.33628199,13.344103,1
524,6.005064673,6.858980356,72.250653,76.50223682,11.977737,1
712,2.169934076,5.002798969,110.739678,87.63512151,1.990407,0
765,2.319332761,4.87840009,116.659526,82.6826629,1.585174,0
766,4.273439381,10.87660182,85.479397,64.73573978,11.794661,1
514,2.505150327,17.76136806,65.488648,68.76267728,11.534433,1
604,1.955472608,3.530777452,102.613552,75.22733861,1.673248,0
453,3.648446334,3.746483381,64.673423,80.31096179,14.216385,1
840,2.574044629,5.26762219,115.454436,79.62446236,1.773938,0
420,2.04768311,6.693278733,61.438235,78.5131124,11.366499,1
1106,4.587394618,6.958868389,139.838253,70.10566927,2.236145,0
439,3.399761829,4.800367309,63.126746,77.04090606,15.324696,1
728,2.985200473,5.199134835,81.462335,84.66916689,13.766888,1
586,2.504293363,6.584434765,69.480808,76.9828438,8.266984,1
745,2.463758124,4.422191879,110.222584,78.58055412,1.927680,0
894,2.577115866,7.534325819,118.504051,82.95812684,1.820013,0
626,4.70852276,6.508971277,98.009874,79.95537114,1.975581,0
1048,4.586178638,5.968857443,103.938454,73.78298868,15.855760,1
866,4.221592841,9.860385799,92.699992,76.24198244,9.763669,1
586,4.068135508,5.859552155,97.778854,77.12418178,1.847840,0
869,3.905235219,5.31025725,86.707750,78.79049062,10.988382,1
815,5.712042811,5.510682906,86.944296,88.94956561,12.317377,1
1376,4.961996545,4.651270341,162.722825,74.83484874,2.173348,0
534,2.429002808,5.262934728,70.112408,75.78227943,14.008776,1
616,2.977010337,2.323353036,72.575326,77.1261818,15.210650,1
925,4.278984736,6.031416741,128.177977,77.57617816,2.127715,0
694,2.928882065,4.656211384,104.349465,82.37136331,1.979549,0
662,2.774692646,8.75979063,75.468951,86.18190153,10.435043,1
667,4.770098699,10.15855026,74.502540,82.8399605,15.250165,1
561,3.638480822,5.429135428,97.258418,67.9852639,1.737822,0
780,3.625145574,5.22317348,88.258887,77.74760676,12.732895,1
928,2.09883076,7.339936282,128.168637,91.21471915,2.046697,0
1209,1.955752111,13.12674535,152.766915,80.15683607,1.863511,0
641,4.318045429,4.796696381,77.619977,79.74480418,14.828892,1
891,2.481636176,1.846970622,123.420373,79.34840012,1.930401,0
861,3.03214127,2.268929917,88.598844,72.02351418,9.899029,1
1054,4.1518404,4.892278929,140.294664,78.77766714,1.952060,0
790,3.788462159,8.991464605,109.723600,89.95093621,1.757451,0
969,4.074987667,17.64107325,96.274246,76.93758625,12.037304,1
713,1.996322456,13.32249411,77.745250,89.46980839,14.119536,1
770,4.645364777,11.16658081,113.790494,64.65857704,1.742853,0
752,3.630736051,6.404392137,81.788503,75.25594373,13.907166,1
625,1.990927765,4.608575394,96.008596,76.73183807,1.592657,0
769,3.537460581,10.65532883,108.986972,83.02073397,1.825179,0
766,2.888299374,14.79536963,86.347831,70.70639254,8.374504,1
534,5.094038336,9.670051549,69.495140,65.41637571,14.028171,1
548,4.439482769,5.39262998,70.780723,71.09160081,8.413807,1
829,4.266605123,3.053007799,121.675249,85.2738571,2.153570,0
406,4.378490468,6.101788116,60.543037,76.47027467,14.112085,1
1246,3.170115975,10.77260786,156.840249,76.05543672,2.125201,0
542,3.585868899,6.810440108,72.776061,77.23080657,8.762692,1
722,4.516117648,7.795030759,83.387720,84.9678848,12.720508,1
743,2.376817768,5.291481576,108.368690,81.93086233,1.682046,0
736,2.673269827,6.969050076,107.701846,86.45018066,1.703086,0
1059,3.238265716,5.291545271,104.163405,74.43321333,8.826610,1
567,3.171166715,3.923979679,94.534476,82.36130514,1.812532,0
1345,2.905515913,17.43503347,113.206546,79.9954413,10.066050,1
586,3.17119972,6.422134688,72.372907,80.72852042,11.503077,1
1597,4.964396525,5.643628475,174.116694,88.90782023,2.507145,0
810,2.272793125,5.347746017,118.006512,88.7925177,1.846986,0
476,4.566596382,8.132827091,64.011146,72.58094682,13.494450,1
487,3.783765839,8.63043842,63.654103,87.39943575,15.298966,1
1160,2.165160045,7.00132985,148.882673,88.06927512,2.210655,0
894,2.347229345,4.595630712,86.853551,73.95019014,14.795530,1
474,3.450652013,6.647112363,69.071961,79.67996229,14.283353,1
1368,5.263058266,10.77217076,120.909569,76.97505455,10.427101,1
833,2.439080183,5.634983097,120.846750,80.02825876,2.081078,0
506,3.835085734,4.604191085,67.623435,76.6146009,12.629305,1
541,3.289524032,7.110999057,67.301107,76.25447688,14.391957,1
555,4.796375144,7.075026944,73.893431,74.49854035,11.879488,1
1237,1.936931367,7.956153062,112.443186,77.87235727,14.528161,1
396,2.399426756,4.804896005,62.495813,77.32835525,14.673977,1
511,1.069120646,3.859004717,64.828401,87.24563097,12.369939,1
975,2.110630828,5.837243354,127.153271,81.22073152,2.175194,0
666,3.995585556,9.824106527,77.918038,89.90083727,8.575496,1
651,5.800041908,4.207633996,73.523719,78.29066278,11.145587,1
571,2.327885679,10.58046892,72.607692,74.21500171,12.456274,1
1127,3.974349936,5.668107334,140.852860,75.44876305,2.160704,0
348,5.007007816,6.471506702,58.726040,71.03096902,10.467901,1
805,3.113242914,6.866136416,85.426320,73.03530878,9.367408,1
812,4.003684177,6.956192836,120.692251,79.8899361,1.724784,0
612,4.442201351,9.970847628,74.259288,74.52376096,7.962989,1
381,2.834194361,7.483756732,57.445284,78.54750893,8.430843,1
1113,4.928394566,7.255593052,104.637344,76.54040831,10.050833,1
1171,5.705218389,7.780055676,149.262400,78.56093948,1.876382,0
977,2.299655748,6.072880568,126.117738,81.87079051,1.889065,0
841,2.182049011,8.047473722,86.894208,82.91668446,8.908012,1
553,2.194783861,6.290061279,71.419757,84.55689091,13.028248,1
628,5.249269017,4.533952983,100.442336,78.49302377,1.745698,0
1249,3.777801331,4.314360839,150.892211,90.53881772,2.256664,0
1077,3.128915505,11.04644849,103.410515,77.70404625,10.273742,1
1050,3.441319288,5.183834177,98.462268,86.83768157,11.729578,1
856,1.842925797,5.728092813,91.289278,91.13586415,11.964710,1
688,2.499698106,5.624984422,75.075998,74.96663059,14.632619,1
1495,2.247080889,5.501933411,176.972260,73.1886299,2.084664,0
550,1.75393283,7.608050938,72.014057,69.40460111,7.851544,1
502,5.170276043,5.95599284,86.778642,84.68457621,1.712382,0
659,2.181265247,6.57242179,73.482234,86.69867619,11.908983,1
803,4.265807699,5.328792676,82.734354,73.02327331,12.406251,1
581,4.673194032,5.43569624,68.910401,83.80354985,12.246933,1
1024,5.111173183,7.640231413,101.773223,81.08863251,13.595819,1
739,4.531783895,6.711863257,79.337798,65.55175529,12.568344,1
699,2.860067768,7.087563941,110.134814,80.44787927,2.097292,0
993,3.376787662,5.093312974,96.326950,80.01967284,13.630501,1
768,1.98469343,5.767271086,82.439136,82.29877573,15.548987,1
1006,4.335954303,3.646078406,125.608096,78.58147221,2.190393,0
829,2.745890152,6.401341094,120.556428,77.03523761,2.158006,0
790,4.245961076,7.812680735,86.908478,90.82081111,10.801432,1
976,2.294180227,5.901785661,95.001767,83.30364419,14.881538,1
758,2.650705533,6.836627514,84.895826,85.01224656,13.272091,1
524,2.809643027,5.115038441,71.494686,80.15525904,11.052897,1
746,5.135425134,6.23788377,82.638637,80.70136853,8.407662,1
534,2.629946721,1.078688645,67.872119,83.86771064,8.925741,1
902,0.53668586,5.089303526,117.968656,76.68535089,2.050212,0
2047,4.176120107,6.366312325,203.381062,80.551684,2.306333,0
1168,2.624953426,8.226870825,141.118681,83.4199954,2.172901,0
533,4.182577794,4.031174437,66.637456,75.38016176,10.337642,1
767,2.403007614,7.840473892,116.741639,81.31256027,1.806957,0
840,3.209425206,2.808206081,113.409971,72.04345489,1.940123,0
627,2.401572724,6.791072415,95.185176,75.99220061,1.980683,0
